pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/llama/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/con/llama/final/detailed_results.json	con	llama	detailed_results.json	4836889
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/llama/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/con/llama/final/eval_report.md	con	llama	eval_report.md	306477
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/llama/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/con/llama/final/run_config.yaml	con	llama	run_config.yaml	1677
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/mistral/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/con/mistral/final/detailed_results.json	con	mistral	detailed_results.json	4090870
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/mistral/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/con/mistral/final/eval_report.md	con	mistral	eval_report.md	222407
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/mistral/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/con/mistral/final/run_config.yaml	con	mistral	run_config.yaml	1685
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/qwen/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/con/qwen/final/detailed_results.json	con	qwen	detailed_results.json	4427282
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/qwen/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/con/qwen/final/eval_report.md	con	qwen	eval_report.md	201025
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/con/qwen/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/con/qwen/final/run_config.yaml	con	qwen	run_config.yaml	1673
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/llama/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/llama/final/detailed_results.json	cot_fewshot	llama	detailed_results.json	4477820
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/llama/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/llama/final/eval_report.md	cot_fewshot	llama	eval_report.md	236963
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/llama/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/llama/final/run_config.yaml	cot_fewshot	llama	run_config.yaml	1709
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/mistral/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/mistral/final/detailed_results.json	cot_fewshot	mistral	detailed_results.json	4003496
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/mistral/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/mistral/final/eval_report.md	cot_fewshot	mistral	eval_report.md	563729
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/mistral/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/mistral/final/run_config.yaml	cot_fewshot	mistral	run_config.yaml	1717
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/qwen/final/detailed_results.json	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/qwen/final/detailed_results.json	cot_fewshot	qwen	detailed_results.json	3839869
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/qwen/final/eval_report.md	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/qwen/final/eval_report.md	cot_fewshot	qwen	eval_report.md	507648
pabitra	/scratch/pabitra/rag-reason/cats_outputs/benchmark_local_committee_3judge/other_techniques_phase1_mistral_deepseek_20260708_r1/cot_fewshot/qwen/final/run_config.yaml	outputs/benchmark_local_committee_3judge/other_techniques/cot_fewshot/qwen/final/run_config.yaml	cot_fewshot	qwen	run_config.yaml	1705
